Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,env_broad_scale,env_local_scale,env_medium,ph,HOST,cur_land_use,cur_vegetation,Depth,elev,isolation_source,samp_mat_process,source_material_id
SRR12732142,AMPLICON,501,19287446,PRJNA665712,SAMN16268897,"MIMARKS.survey,MIGS/MIMS/MIMARKS.plant-associated",10418113,SAURASHTRA UNIVERSITY,2017-05-21,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9205486,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,R14,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,R14,SRP285612,terrestrial biome,agricultural field,agricultural soil,7.81,Arachis hypogaea,,,,,,,
SRR12732143,AMPLICON,501,35465658,PRJNA665712,SAMN16268896,"MIMARKS.survey,MIGS/MIMS/MIMARKS.plant-associated",18763685,SAURASHTRA UNIVERSITY,2017-05-21,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9205485,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,R13,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,R13,SRP285612,terrestrial biome,agricultural field,agricultural soil,8,Arachis hypogaea,,,,,,,
SRR12732144,AMPLICON,501,38923653,PRJNA665712,SAMN16268895,"MIMARKS.survey,MIGS/MIMS/MIMARKS.plant-associated",20783673,SAURASHTRA UNIVERSITY,2017-05-21,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9205484,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,R12,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:03:00Z,1,R12,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.05,Arachis hypogaea,,,,,,,
SRR12732145,AMPLICON,501,43207414,PRJNA665712,SAMN16268894,"MIMARKS.survey,MIGS/MIMS/MIMARKS.plant-associated",22993219,SAURASHTRA UNIVERSITY,2017-05-21,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9205483,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,R11,PAIRED,PCR,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,R11,SRP285612,terrestrial biome,agricultural field,agricultural soil,7.7,Arachis hypogaea,,,,,,,
SRR12732146,AMPLICON,501,33741416,PRJNA665712,SAMN16268849,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",18256541,SAURASHTRA UNIVERSITY,2017-07-02,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9205482,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B21,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B21,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.37,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732147,AMPLICON,501,22930192,PRJNA665712,SAMN16268893,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",12435372,SAURASHTRA UNIVERSITY,2017-05-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9205481,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,PS5,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,PS5,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.45,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732148,AMPLICON,501,37668847,PRJNA665712,SAMN16268892,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",20481357,SAURASHTRA UNIVERSITY,2017-05-07,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9205480,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,PS4,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,PS4,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.35,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732149,AMPLICON,501,25158411,PRJNA665712,SAMN16268891,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",13606443,SAURASHTRA UNIVERSITY,2017-05-07,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9205479,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,PS3,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,PS3,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.5,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732150,AMPLICON,501,45167207,PRJNA665712,SAMN16268890,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",25160291,SAURASHTRA UNIVERSITY,2017-05-07,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9205478,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,PS2,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,PS2,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.76,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732151,AMPLICON,501,26995084,PRJNA665712,SAMN16268889,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",14602248,SAURASHTRA UNIVERSITY,2017-05-07,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX9205477,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,PS1,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,PS1,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.39,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732152,AMPLICON,501,29325493,PRJNA665712,SAMN16268888,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",15644282,SAURASHTRA UNIVERSITY,2017-10-18,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9205476,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,PH5,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,PH5,SRP285612,terrestrial biome,agricultural field,agricultural soil,9.15,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732153,AMPLICON,501,56054376,PRJNA665712,SAMN16268887,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",30435053,SAURASHTRA UNIVERSITY,2017-10-18,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9205475,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,PH4,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,PH4,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.95,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732154,AMPLICON,501,19075059,PRJNA665712,SAMN16268886,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",10377885,SAURASHTRA UNIVERSITY,2017-10-18,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9205474,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,PH3,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,PH3,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.96,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732155,AMPLICON,501,15476367,PRJNA665712,SAMN16268885,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",8401323,SAURASHTRA UNIVERSITY,2017-10-18,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9205473,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,PH2,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,PH2,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.88,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732156,AMPLICON,501,23394535,PRJNA665712,SAMN16268884,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",12697967,SAURASHTRA UNIVERSITY,2017-10-18,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9205472,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,PH1,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,PH1,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.81,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732157,AMPLICON,501,28744776,PRJNA665712,SAMN16268848,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",15536042,SAURASHTRA UNIVERSITY,2017-05-21,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9205471,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B15,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B15,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.32,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732158,AMPLICON,501,24492536,PRJNA665712,SAMN16268883,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",13282305,SAURASHTRA UNIVERSITY,2017-10-08,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9205470,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B85,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B85,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.92,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732159,AMPLICON,501,17595000,PRJNA665712,SAMN16268882,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",9836528,SAURASHTRA UNIVERSITY,2017-10-08,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9205469,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B84,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B84,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.91,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732160,AMPLICON,501,16213263,PRJNA665712,SAMN16268881,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",8805496,SAURASHTRA UNIVERSITY,2017-10-08,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9205468,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B83,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B83,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.86,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732161,AMPLICON,501,29438663,PRJNA665712,SAMN16268880,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",15976628,SAURASHTRA UNIVERSITY,2017-10-08,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9205467,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B82,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B82,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.95,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732162,AMPLICON,501,63604136,PRJNA665712,SAMN16268879,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",34757091,SAURASHTRA UNIVERSITY,2017-10-08,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9205466,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B81,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B81,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.96,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732163,AMPLICON,501,20085982,PRJNA665712,SAMN16268878,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",11032255,SAURASHTRA UNIVERSITY,2017-09-20,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9205465,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B75,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B75,SRP285612,terrestrial biome,agricultural field,agricultural soil,9.01,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732164,AMPLICON,501,34192757,PRJNA665712,SAMN16268877,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",19323870,SAURASHTRA UNIVERSITY,2017-09-20,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9205464,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B74,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B74,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.98,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732165,AMPLICON,501,44292450,PRJNA665712,SAMN16268876,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",24411833,SAURASHTRA UNIVERSITY,2017-09-20,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9205463,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B73,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B73,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.99,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732166,AMPLICON,501,47036645,PRJNA665712,SAMN16268875,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",25790636,SAURASHTRA UNIVERSITY,2017-09-20,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9205462,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B72,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B72,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.8,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732167,AMPLICON,501,59403758,PRJNA665712,SAMN16268874,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",32912550,SAURASHTRA UNIVERSITY,2017-09-20,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9205461,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B71,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B71,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.7,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732168,AMPLICON,501,46887599,PRJNA665712,SAMN16268847,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",26067292,SAURASHTRA UNIVERSITY,2017-05-21,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9205460,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B14,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B14,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.48,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732169,AMPLICON,501,13456479,PRJNA665712,SAMN16268873,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",7317213,SAURASHTRA UNIVERSITY,2017-09-03,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9205459,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B65,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B65,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.59,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732170,AMPLICON,501,18380477,PRJNA665712,SAMN16268872,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",9922063,SAURASHTRA UNIVERSITY,2017-09-03,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9205458,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B64,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B64,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.87,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732171,AMPLICON,501,24000262,PRJNA665712,SAMN16268871,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",12932905,SAURASHTRA UNIVERSITY,2017-09-03,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9205457,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B63,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B63,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.79,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732172,AMPLICON,501,26866657,PRJNA665712,SAMN16268870,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",14483346,SAURASHTRA UNIVERSITY,2017-09-03,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9205456,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B62,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B62,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.75,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732173,AMPLICON,501,19926091,PRJNA665712,SAMN16268869,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",11224738,SAURASHTRA UNIVERSITY,2017-09-03,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9205455,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B61,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B61,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.88,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732174,AMPLICON,501,41966130,PRJNA665712,SAMN16268868,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",22785174,SAURASHTRA UNIVERSITY,2017-08-20,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9205454,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B55,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B55,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.69,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732175,AMPLICON,501,44248100,PRJNA665712,SAMN16268867,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",23843580,SAURASHTRA UNIVERSITY,2017-08-20,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9205453,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B54,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B54,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.65,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732176,AMPLICON,501,45783165,PRJNA665712,SAMN16268866,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",24987018,SAURASHTRA UNIVERSITY,2017-08-20,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9205452,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B53,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B53,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.68,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732177,AMPLICON,501,26177493,PRJNA665712,SAMN16268865,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",14185640,SAURASHTRA UNIVERSITY,2017-08-20,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9205451,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B52,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B52,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.71,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732178,AMPLICON,501,21524100,PRJNA665712,SAMN16268864,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",11588616,SAURASHTRA UNIVERSITY,2017-08-20,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9205450,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B51,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B51,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.7,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732179,AMPLICON,501,35117109,PRJNA665712,SAMN16268846,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",19124947,SAURASHTRA UNIVERSITY,2017-05-21,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9205449,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B13,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B13,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.34,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732180,AMPLICON,501,25267254,PRJNA665712,SAMN16268863,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",13744448,SAURASHTRA UNIVERSITY,2017-08-06,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9205448,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B45,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B45,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.61,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732181,AMPLICON,501,27131663,PRJNA665712,SAMN16268862,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",14693418,SAURASHTRA UNIVERSITY,2017-08-06,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9205447,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B44,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B44,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.62,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732182,AMPLICON,501,31263949,PRJNA665712,SAMN16268861,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",17388071,SAURASHTRA UNIVERSITY,2017-08-06,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9205446,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B43,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B43,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.58,,row crops,Groundnut/peanut,15 cm,not applicable,,,
